type,room_id,sender,origin_server_ts,event_id,user_id,content.org.matrix.msc1767.text,content.body,content.msgtype,content.info.size,content.file.v,content.file.key.alg,content.file.key.ext,content.file.key.k,content.file.key.key_ops,content.file.key.kty,content.file.iv,content.file.hashes.sha256,content.file.url,content.to,content.from_device,content.methods,content.format,content.formatted_body,content.m.relates_to.m.in_reply_to.event_id,content.info.mimetype,content.info.w,content.info.h,content.info.xyz.amorgan.blurhash,content.info.thumbnail_info.w,content.info.thumbnail_info.h,content.info.thumbnail_info.mimetype,content.info.thumbnail_info.size,content.info.thumbnail_file.v,content.info.thumbnail_file.key.alg,content.info.thumbnail_file.key.ext,content.info.thumbnail_file.key.k,content.info.thumbnail_file.key.key_ops,content.info.thumbnail_file.key.kty,content.info.thumbnail_file.iv,content.info.thumbnail_file.hashes.sha256,content.info.thumbnail_file.url,content.info.thumbnail_file.mimetype,content.file.mimetype,content.org.matrix.msc1767.message,timestamp_utc,content.body_translated,content.org.matrix.msc1767.text_translated
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643634206398,$wiHRHIuIar0tsZdxFvogf4S6TpyX61Tg578L8g20DhU,@saint:matrix.mtololo.com,,ну протестите у себя,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 06:03:26,"Well, pull it at yourself",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643634212913,$y3yUy_WwBcGzwfn2ewVTkPRDx_a5geu32SngQMYnahk,@saint:matrix.mtololo.com,,попроси феликса файлы занять и тд,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 06:03:32,"Ask Felix to take files, etc.",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643634219319,$b8r9hixYDIm_ul9dmwaJLcJhLTx4iQxcUtjORLxua7s,@saint:matrix.mtololo.com,,права выставить что бы у юзера прав не было,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 06:03:39,the right to put out that the user does not have the right,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643634224852,$U4pRyI2-0rh_-QJzOadFHVo6mna3FIkBYXU0L0R0XfQ,@saint:matrix.mtololo.com,,кароч воспроизвести ошибку у себя,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 06:03:44,Karoch reproduce an error at home,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643639646952,$t22R-irM-OJR0nrxF35uXpdpW_EmKxEgWf_dM6wmp1c,@killanas:matrix.mtololo.com,,Принял.,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 07:34:06,Accepted.,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643642999655,$RWzHgsNbhApk-Owhpk8GrVoHS4Fz_oZaaDt8GeuQk_I,@saint:matrix.mtololo.com,,mdno1mqn8126_updated.rar,m.file,24510.0,v2,A256CTR,True,zxKkpoyZ3Tlz-ki5be_CHv_7PsZuDnBFXbi2ZuEcNOM,"['encrypt', 'decrypt']",oct,UrjwEvxT8g4AAAAAAAAAAA,jixOE4kUI8JUYyNak6irSEeemBmV3aC/AkpoCymqLP8,mxc://matrix.mtololo.com/SidZvoALtWqzJRmBuAnvLGfP,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 08:29:59,MDNO1MQN8126_UPDATED.RAR,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643643001347,$CrwsYXKsXyrENIaQNfjIKWEwhuhSauPoCmIcoDuIHHk,@saint:matrix.mtololo.com,,X1J1bLuVyZfldAmM4Yz6,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 08:30:01,X1j1bluvyzfldamm4yz6,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643643003266,$Dbsm0VX6FUIu3lK1-RF9q0fNZSMpY5F01jGf8sZ5S7A,@saint:matrix.mtololo.com,,собери эксп,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 08:30:03,Collect exp,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643643008525,$bpJlftuh-SK7SvfRHSfnXTUoS7KM5ELidP9zh6ggZ1U,@saint:matrix.mtololo.com,,дай феликсу на тесты сегодня,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 08:30:08,Give Felix to tests today,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643643017999,$JI3-DqNvSM54HpvRfsFvCg2vjV8LINayiErDaaN5Q4c,@saint:matrix.mtololo.com,,"Win7SP1, Win8.1, WinSrv2012R2, WinSrv2016, WinSrv2019, Win10 (1507 - 21h2)/Win11 (x86 & x64)",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 08:30:17,"Win7SP1, Win8.1, WinSRV2012R2, WINSRV2016, WINSRV2019, Win10 (1507 - 21H2)/Win11 (X86 & X64)",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643643149795,$w53UaP9qHpWXafeCl_Ik3Ramxs0CX0De4-n2cg1rzNw,@saint:matrix.mtololo.com,,это лпе,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 08:32:29,This is LP,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643643293732,$Z1z0p-joaQrreY7xsFuuaHxlFbWivzVo9L3z-MWzzAA,@killanas:matrix.mtololo.com,,добро,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 08:34:53,good,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643645054095,$-nHdCcQ7Uwcf0o5MRZzYrUpF7u5Kk7uK26r-K5zv3VA,@saint:matrix.mtololo.com,,+ попроси,m.text,,,,,,,,,,,,,,org.matrix.custom.html,"<ul>
<li>попроси</li>
</ul>
",,,,,,,,,,,,,,,,,,,,,,2022-01-31 09:04:14,+ Ask,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643645057249,$AE5H3to7dt9ki16rKJE87kLLwjNk0LUszrJ9Hg5qlsQ,@saint:matrix.mtololo.com,,все системы до ласт патча,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 09:04:17,All systems to the fins of the patch,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643645058431,$pexrtbJajPGwbBm0vkcdbJPmGvwHKVKWwDMx9EbO9Ps,@saint:matrix.mtololo.com,,обновить,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 09:04:18,Update,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643646273887,$CWi52hU3W5CF6hWQ2feFJE89sipD5FcGIGIE2rwkmuQ,@killanas:matrix.mtololo.com,,Добро,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 09:24:33,Good,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643648583158,$5V73RbPRynowd2fjUnARAjRFEbA8GYasLTTym7zayCo,@saint:matrix.mtololo.com,,и скинь мне как скомпилишь,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 10:03:03,And throw me off as you compose,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643648586510,$45Z4Lzo5u5xnYyoHbd6E1pKaR0maIME9iEAxjFSAE04,@saint:matrix.mtololo.com,,мне тож нужне прям ща,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 10:03:06,I really need right,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643648636040,$BgiUMmezPA1_Fpiq70rSbvi54-Ci4fb4aq2OsNY7gWM,@killanas:matrix.mtololo.com,,"Ок. До компа домчу, минимальные тесты сделаю и зашлю",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 10:03:56,"OK. To the computer, I will make the minimum tests and put",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643649596168,$TNScm-EXpotn3gE_yuXer-JTbZI3lFaY29zLEttCLWQ,@killanas:matrix.mtololo.com,,%D?D%g~$k%Hwnyoa1haXftU16,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 10:19:56,%D? D%g ~ $ k%hwnyoa1haxftu16,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643649613628,$c63rJZJja_WZTGyYWPc7Ek_3RPl94zQeQrR6rFuPfzs,@killanas:matrix.mtololo.com,,Release.rar,m.file,157822.0,v2,A256CTR,True,IHKIaSsboRxH6IEQRdVQy5HvmmOus1hg4xDT19m-H6A,"['encrypt', 'decrypt']",oct,biL3xVnOm6EAAAAAAAAAAA,Oe69Wsu9snuEmwlhWqbjIRao0q9f2OlVVTPqkGUxXdc,mxc://matrix.mtololo.com/QSFCuMGUlifSVwzXVNJkASYO,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 10:20:13,Release.rar,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643649714288,$sn8Z2zvuM6Td_PWP-JTLkuCoM7P31lzvtf1ghJNKExk,@saint:matrix.mtololo.com,,и если что глянь,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 10:21:54,And if you look,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643649716380,$keiO7YQNstDndVmVEvRY_di0HUvbxtByljmF-yavkrA,@saint:matrix.mtololo.com,,в чем разница,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 10:21:56,what is the difference,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643649719438,$XHDyYhj1lt7q9IbBr-9FNG2bObZt92a3Qk9Sg8VofMo,@saint:matrix.mtololo.com,,между прошлыми сурцами,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 10:21:59,Between the past Surs,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643649726917,$yDnv6fFeP4GICRvYoN6B2aQ2uIxc0pH5-js8bG_RxKY,@saint:matrix.mtololo.com,,"это ""обновленный""",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 10:22:06,"This is ""updated""",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643649731235,$Ma88cLEY7EBRhObt4FCfnOFbdP1n04c3YYad6X9O2P4,@saint:matrix.mtololo.com,,от разраба,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 10:22:11,From the development,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643649784440,$hc6QSWiQOgiuNISsHFjdKc8VSFO8jhR2QhDMOR10sPs,@killanas:matrix.mtololo.com,,С удовольствием погляжу),m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 10:23:04,I will look with pleasure),
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643661182684,$NRGow7TT4QM_8y1auYQOIpq9vb-pDRtrqrj6Hu9yNX0,@killanas:matrix.mtololo.com,,Работает лпе?,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 13:33:02,Does LP work?,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643661835852,$6tPDgnNkTgrsXLix966wg3_3fuGt3m8H1QZxGgYqok4,@killanas:matrix.mtololo.com,,"По лпе для 64 работает норм, по 32 беда",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 13:43:55,"On the LP for 64 works norms, 32 trouble",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643661853791,$_t_Zowfwn05YP0D-_N2BlCNagC8e9AuweXcDKFUKG_E,@killanas:matrix.mtololo.com,,"при компиляции x32 имеется зависимость от msvсp140, которая должна быть по пути C:\Windows\SysWOW64\MSVCP140.dll. Директория SysWOW64 имеется только на x64. ",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 13:44:13,"When compiling X32, there is a dependence on MSVSP140, which should be along the path C: \ Windows \ Syswow64 \ MSVCP140.DLL. The Syswow64 Directory is available only on X64.",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643661859742,$zje4CWqwB2-hgoY5OXkOUUpe7kRoLfP0NN4EQS0eTz4,@killanas:matrix.mtololo.com,,Сборка под 32 не работает ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 13:44:19,Assembly for 32 does not work,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643661868492,$ZYrG25xNVT5x6W2tmL5exY6RNxgPiPGoz-K9fgsiIBQ,@killanas:matrix.mtololo.com,,По итогу ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 13:44:28,As a result,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643674314077,$_kpa_oXuiC2e-lHtDa32ZAas_KyEaoDC5-_B02IMR9A,@killanas:matrix.mtololo.com,"Феликс скинул результаты:
тестировалось все в самых самых крайних патчах, исключение 2 ОС - вин10_1507, их вообще от сети отключил при установке, чтоб не получили обновы. и ВинСерв2016 был за 12.2021, почему-то никак не могли загрузиться обновы, зависал постоянно. Все остальное, от 7-ки до 11-ки все сегодняшнее","Феликс скинул результаты:
тестировалось все в самых самых крайних патчах, исключение 2 ОС - вин10_1507, их вообще от сети отключил при установке, чтоб не получили обновы. и ВинСерв2016 был за 12.2021, почему-то никак не могли загрузиться обновы, зависал постоянно. Все остальное, от 7-ки до 11-ки все сегодняшнее",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 17:11:54,"Felix threw off the results: 
 Everything was tested in the most extreme patches, the exception of 2 OS - VIN10_1507, they turned them off at all from the network during installation so that they did not receive updates. And the Vincer 2016 was in 12.2021, for some reason the updates could not boot at all, it constantly hung. Everything else, from 7 to 11 today","Felix threw off the results: 
 Everything was tested in the most extreme patches, the exception of 2 OS - VIN10_1507, they turned them off at all from the network during installation so that they did not receive updates. And the Vincer 2016 was in 12.2021, for some reason the updates could not boot at all, it constantly hung. Everything else, from 7 to 11 today"
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643674332882,$ltICYP2WYXQCmomOXB2TX9zMetr4vF6sRexK98roUTs,@killanas:matrix.mtololo.com,,image.png,m.image,26215.0,v2,A256CTR,True,rY-0SfrEJ2YZ58oDESG1zpYOkZ9QqQBkAF-QwGv8XEY,"['encrypt', 'decrypt']",oct,pwLqYQCaPfwAAAAAAAAAAA,Xsv29ClNIQACNbwO6ZZwCrfz5vex8ENf6KOOC/61tZ4,mxc://matrix.mtololo.com/OcvBbwsxsbFiQDDbqZFVPpHk,,,,,,,image/png,2333.0,235.0,L?LEionjX7r@^-W:n*W;-=bFjabH,,,,,,,,,,,,,,,,,2022-01-31 17:12:12,Image.png,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643721169441,$LP3O1bRmses8PlKrXsFNlH3hw-k1cnyUZ0AvlU1MSPM,@saint:matrix.mtololo.com,,а ты глядел?,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 06:12:49,Have you looked?,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643721172140,$hPfnY1LAnJa28jAZcPPDRHpPhM0YVeVt0p2zkSCWe-g,@saint:matrix.mtololo.com,,что изменилось,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 06:12:52,what changed,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643721197398,$YSS0kBTUfwANYh6v-7x5BVhPh4Yqf0cFGBqorZwMz2c,@killanas:matrix.mtololo.com,,Пока не сравнивал ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 06:13:17,I have not compared yet,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643721205867,$dIj0wXIOCHh_OGT7jRJBv31cFxO3kqL9fd3o6xGuAPw,@killanas:matrix.mtololo.com,,Сегодня чекну ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 06:13:25,Today is a check,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643731988259,$4gV4FVMtXyTNqnn7UlH-eTICfij7C521QyTT7nGiYo8,@saint:matrix.mtololo.com,,дай декриптор,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:13:08,Give the decarptor,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643731993059,$dqIVsyXdCni1hqSXFQ-FAmd416ZsxmzAoBUbwVlSJag,@saint:matrix.mtololo.com,,для ласт таргета,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:13:13,For the flippers of Target,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643732002552,$8ZAkDRI9eTmwCGSvZXFAnx8QPGRgaos4iR5u6d_h_FY,@saint:matrix.mtololo.com,,+ поясни как юзать что бы неск файлов подешить,m.text,,,,,,,,,,,,,,org.matrix.custom.html,"<ul>
<li>поясни как юзать что бы неск файлов подешить</li>
</ul>
",,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:13:22,+ Explain how to use it to drag the files,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643732006409,$0D1cP_d3rfRpF-nn4kFv-c2S6WhsYTjTDtZT07H8HWQ,@killanas:matrix.mtololo.com,хуя они быстрые,хуя они быстрые,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:13:26,They are fast,They are fast
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643732013624,$4XPLLEaSv59-n4OPDHpFmMeuBAT-NidNfnx5Byh_1H0,@saint:matrix.mtololo.com,,ну они выбирают файлы ток,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:13:33,"well, they choose current files",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643732018995,$2-OvoA8LX9JXNRXonqC_vL2tlavn7xno6YKeCJEGPXw,@killanas:matrix.mtololo.com,ну все равно,ну все равно,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:13:38,well does not matter,well does not matter
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643732019134,$QwA0RaELRgx4aMQN4WL6XPikzuTycYU8yDvrQEVL2mo,@saint:matrix.mtololo.com,,думаю сегодня-завтра закинут,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:13:39,I think today and tomorrow is thrown,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643732137140,$AvbS19UY2ux9Cx_tHMYtU5xeZ1R5nI5bUqARnXY24Fk,@killanas:matrix.mtololo.com,,OUR_30_1_22.rar,m.file,560830.0,v2,A256CTR,True,j8L6j9zMvQOpgLAy5J7sjuDQmBdxBooyG36DZSauRg8,"['encrypt', 'decrypt']",oct,qHr6XHzAlK0AAAAAAAAAAA,jIQiicyDE7/Bvek+QGZld853sEZrhdJqAgvkNUZQJRo,mxc://matrix.mtololo.com/KHKCtXTQPxdoDPqEhbUogiBn,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:15:37,OUR_30_1_22.RAR,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643732162412,$0CXnTEO72zyNoXihi2ZSC1JKsTLjfpyQjrftZJ6BhKg,@killanas:matrix.mtololo.com,,"> <@saint:matrix.mtololo.com> думаю сегодня-завтра закинут

скок говорят дадут?)",m.text,,,,,,,,,,,,,,org.matrix.custom.html,"<mx-reply><blockquote><a href=""https://matrix.to/#/!DTMpRbjomxkKtLtZFs:matrix.mtololo.com/$QwA0RaELRgx4aMQN4WL6XPikzuTycYU8yDvrQEVL2mo?via=matrix.mtololo.com"">In reply to</a> <a href=""https://matrix.to/#/@saint:matrix.mtololo.com"">@saint:matrix.mtololo.com</a><br>думаю сегодня-завтра закинут</blockquote></mx-reply>скок говорят дадут?)",$QwA0RaELRgx4aMQN4WL6XPikzuTycYU8yDvrQEVL2mo,,,,,,,,,,,,,,,,,,,,"[{'body': '> <@saint:matrix.mtololo.com> думаю сегодня-завтра закинут\n\nскок говорят дадут?)', 'mimetype': 'text/plain'}, {'body': '<mx-reply><blockquote><a href=""https://matrix.to/#/!DTMpRbjomxkKtLtZFs:matrix.mtololo.com/$QwA0RaELRgx4aMQN4WL6XPikzuTycYU8yDvrQEVL2mo?via=matrix.mtololo.com"">In reply to</a> <a href=""https://matrix.to/#/@saint:matrix.mtololo.com"">@saint:matrix.mtololo.com</a><br>думаю сегодня-завтра закинут</blockquote></mx-reply>скок говорят дадут?)', 'mimetype': 'text/html'}]",2022-02-01 09:16:02,"> <@sain: matrix.mtololo.com> I think today and tomorrow will be thrown 

 they say they say?)",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643732163056,$Uxw26m9sVhsgJCghfsP8OH61xpt3bF1rOn5vY8fymKA,@killanas:matrix.mtololo.com,"T7GJA3CVlt9FEIrY$~go
","T7GJA3CVlt9FEIrY$~go
",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:16:03,T7GJA3CVLT9FEIRY $ ~ go,T7GJA3CVLT9FEIRY $ ~ go
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643732441771,$YmoAWnvcdnUCiSzxIQsr5r_Z2IN3agXD4Vb61rzFYrM,@killanas:matrix.mtololo.com,,"> <@saint:matrix.mtololo.com> + поясни как юзать что бы неск файлов подешить

Можно их в одну папку скинуть",m.text,,,,,,,,,,,,,,org.matrix.custom.html,"<mx-reply><blockquote><a href=""https://matrix.to/#/!DTMpRbjomxkKtLtZFs:matrix.mtololo.com/$8ZAkDRI9eTmwCGSvZXFAnx8QPGRgaos4iR5u6d_h_FY?via=matrix.mtololo.com"">In reply to</a> <a href=""https://matrix.to/#/@saint:matrix.mtololo.com"">@saint:matrix.mtololo.com</a><br /><ul>
<li>поясни как юзать что бы неск файлов подешить</li>
</ul>
</blockquote></mx-reply>Можно их в одну папку скинуть",$8ZAkDRI9eTmwCGSvZXFAnx8QPGRgaos4iR5u6d_h_FY,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:20:41,"> <@sain: matrix.mtololo.com> + explain how to use it so that you can’t drag the files 

 You can throw them into one folder",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643732466858,$E3zSxF8aYLlLv3xNzG-cD8A8vQ_0URkt7NQsYIRfegA,@killanas:matrix.mtololo.com,,Decrypt.exe -pass pass -path folder,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:21:06,Decrypt.exe -pass pass -path folder,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1643732515648,$xW49GFWXQXPaPT6JjNoJxwgq7_uKxx0qS0LrmUXbz8U,@saint:matrix.mtololo.com,,а зачем пасс на декриптор,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:21:55,why pass on the decryptor,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643732909379,$YUy4zF-6Jb6IYlIupvuDxtCJE2yAgEbzFkqqB7U6pKA,@killanas:matrix.mtololo.com,,А... Зря удалил.,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:28:29,And ... in vain deleted.,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643732940528,$tZKjV4G27ORUxBVCbJK9V6u_jQR06dKYyoRQx4_FbAo,@killanas:matrix.mtololo.com,,Пасс не на запуск. Это ключ на деш,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:29:00,Pass is not for launch. This is the key to the cheap,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643732948417,$rR8JDY7lfqzOW1iLXrV2rooHZ1iwxXMeN6VSes_tM_w,@killanas:matrix.mtololo.com,,Он в файле конфига ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:29:08,He is in the config file,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643732958624,$2OXqHnKpY9Q3fBvmrzvLdRPvivbdy2fybNYW8sfCEX0,@killanas:matrix.mtololo.com,,А параметром передаешь ключ деша,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:29:18,And transmit the design key to the parameter,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1643732977269,$kh93Kxx14-d4V4s7hSa_9zXaBC_TSG-sk4UgW-4eYps,@killanas:matrix.mtololo.com,,Как бы можно было бы и зашить ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01 09:29:37,As if it would be possible to sew up,
